Time,Voltage
34.568,2.41
34.578,2.41
34.588,2.409
34.598,2.409
34.608,2.409
34.618,2.408
34.628,2.408
34.638,2.408
34.648,2.407
34.658,2.407
34.668,2.406
34.678,2.406
34.688,2.405
34.698,2.405
34.708,2.405
34.718,2.404
34.728,2.404
34.738,2.403
34.748,2.403
34.758,2.402
34.768,2.402
34.778,2.401
34.788,2.401
34.798,2.401
34.808,2.4
34.818,2.399
34.828,2.399
34.838,2.399
34.848,2.398
34.858,2.398
34.868,2.397
34.878,2.396
34.888,2.396
34.898,2.396
34.908,2.396
34.918,2.396
34.928,2.395
34.938,2.395
34.948,2.394
34.958,2.394
34.968,2.393
34.978,2.393
34.988,2.392
34.998,2.392
35.008,2.391
35.018,2.391
35.028,2.39
35.038,2.39
35.048,2.39
35.058,2.389
35.068,2.388
35.078,2.388
35.088,2.388
35.098,2.387
35.108,2.387
35.118,2.386
35.128,2.386
35.138,2.386
35.148,2.385
35.158,2.385
35.168,2.384
35.178,2.384
35.188,2.384
35.198,2.383
35.208,2.383
35.218,2.382
35.228,2.382
35.238,2.381
35.248,2.381
35.258,2.38
35.268,2.38
35.278,2.38
35.288,2.38
35.298,2.379
35.308,2.379
35.318,2.378
35.328,2.377
35.338,2.377
35.348,2.377
35.358,2.377
35.368,2.375
35.378,2.376
35.388,2.375
35.398,2.374
35.408,2.374
35.418,2.374
35.428,2.373
35.438,2.373
35.448,2.372
35.458,2.372
35.468,2.372
35.478,2.371
35.488,2.371
35.498,2.371
35.508,2.37
35.518,2.37
35.528,2.37
35.538,2.369
35.548,2.369
35.558,2.368
35.568,2.368
35.578,2.367
35.588,2.367
35.598,2.367
35.608,2.366
35.618,2.366
35.628,2.365
35.638,2.365
35.648,2.364
35.658,2.364
35.668,2.364
35.678,2.363
35.688,2.362
35.698,2.362
35.708,2.362
35.718,2.361
35.728,2.361
35.738,2.361
35.748,2.36
35.758,2.36
35.768,2.36
35.778,2.359
35.788,2.359
35.798,2.358
35.808,2.358
35.818,2.357
35.828,2.357
35.838,2.356
35.848,2.356
35.858,2.356
35.868,2.355
35.878,2.355
35.888,2.355
35.898,2.354
35.908,2.354
35.918,2.353
35.928,2.353
35.938,2.352
35.948,2.352
35.958,2.352
35.968,2.351
35.978,2.351
35.988,2.35
35.998,2.35
36.008,2.35
36.018,2.349
36.028,2.349
36.038,2.348
36.048,2.348
36.058,2.348
36.068,2.347
36.078,2.347
36.088,2.347
36.098,2.346
36.108,2.346
36.118,2.345
36.128,2.345
36.138,2.344
36.148,2.344
36.158,2.344
36.168,2.343
36.178,2.343
36.188,2.342
36.198,2.342
36.208,2.342
36.218,2.341
36.228,2.341
36.238,2.34
36.248,2.34
36.258,2.34
36.268,2.34
36.278,2.339
36.288,2.338
36.298,2.338
36.308,2.338
36.318,2.337
36.328,2.337
36.338,2.337
36.348,2.336
36.358,2.336
36.368,2.335
36.378,2.335
36.388,2.335
36.398,2.335
36.408,2.334
36.418,2.333
36.428,2.333
36.438,2.333
36.448,2.332
36.458,2.332
36.468,2.332
36.478,2.331
36.488,2.331
36.498,2.331
36.508,2.33
36.518,2.33
36.528,2.329
36.538,2.329
36.548,2.328
36.558,2.328
36.568,2.328
36.578,2.328
36.588,2.327
36.598,2.327
36.608,2.326
36.618,2.326
36.628,2.326
36.638,2.325
36.648,2.324
36.658,2.324
36.668,2.324
36.678,2.324
36.688,2.323
36.698,2.323
36.708,2.323
36.718,2.322
36.728,2.322
36.738,2.321
36.748,2.321
36.758,2.321
36.768,2.32
36.778,2.32
36.788,2.319
36.798,2.319
36.808,2.319
36.818,2.318
36.828,2.318
36.838,2.317
36.848,2.317
36.858,2.316
36.868,2.316
36.878,2.316
36.888,2.316
36.898,2.315
36.908,2.315
36.918,2.314
36.928,2.314
36.938,2.314
36.948,2.313
36.958,2.313
36.968,2.313
36.978,2.312
36.988,2.312
36.998,2.311
37.008,2.311
37.018,2.311
37.028,2.31
37.038,2.311
37.048,2.31
37.058,2.309
37.068,2.309
37.078,2.309
37.088,2.308
37.098,2.308
37.108,2.307
37.118,2.307
37.128,2.307
37.138,2.307
37.148,2.306
37.158,2.305
37.168,2.305
37.178,2.305
37.188,2.305
37.198,2.304
37.208,2.304
37.218,2.303
37.228,2.303
37.238,2.302
37.248,2.302
37.258,2.302
37.268,2.302
37.278,2.301
37.288,2.301
37.298,2.301
37.308,2.3
37.318,2.299
37.328,2.299
37.338,2.299
37.348,2.299
37.358,2.298
37.368,2.298
37.378,2.298
37.388,2.297
37.398,2.297
37.408,2.296
37.418,2.296
37.428,2.296
37.438,2.295
37.448,2.295
37.458,2.295
37.468,2.295
37.478,2.294
37.488,2.293
37.498,2.293
37.508,2.293
37.518,2.293
37.528,2.292
37.538,2.292
37.548,2.292
37.558,2.291
37.568,2.29
37.578,2.29
37.588,2.29
37.598,2.289
37.608,2.289
37.618,2.289
37.628,2.288
37.638,2.288
37.648,2.288
37.658,2.287
37.668,2.287
37.678,2.287
37.688,2.287
37.698,2.286
37.708,2.286
37.718,2.286
37.728,2.285
37.738,2.285
37.748,2.285
37.758,2.284
37.768,2.284
37.778,2.283
37.788,2.283
37.798,2.283
37.808,2.282
37.818,2.282
37.828,2.281
37.838,2.281
37.848,2.281
37.858,2.281
37.868,2.28
37.878,2.28
37.888,2.279
37.898,2.279
37.908,2.279
37.918,2.278
37.928,2.278
37.938,2.278
37.948,2.278
37.958,2.277
37.968,2.277
37.978,2.276
37.988,2.276
37.998,2.276
38.008,2.275
38.018,2.275
38.028,2.275
38.038,2.274
38.048,2.274
38.058,2.274
38.068,2.274
38.078,2.273
38.088,2.273
38.098,2.272
38.108,2.272
38.118,2.272
38.128,2.272
38.138,2.271
38.148,2.271
38.158,2.27
38.168,2.27
38.178,2.269
38.188,2.269
38.198,2.269
38.208,2.268
38.218,2.268
38.228,2.268
38.238,2.268
38.248,2.267
38.258,2.267
38.268,2.266
38.278,2.266
38.288,2.266
38.298,2.265
38.308,2.265
38.318,2.265
38.328,2.264
38.338,2.264
38.348,2.264
38.358,2.264
38.368,2.263
38.378,2.263
38.388,2.263
38.398,2.262
38.408,2.262
38.418,2.262
38.428,2.261
38.438,2.261
38.448,2.26
38.458,2.26
38.468,2.26
38.478,2.259
38.488,2.259
38.498,2.259
38.508,2.258
38.518,2.258
38.528,2.258
38.538,2.257
38.548,2.257
38.558,2.257
38.568,2.256
38.578,2.256
38.588,2.256
38.598,2.255
38.608,2.255
38.618,2.255
38.628,2.255
38.638,2.254
38.648,2.254
38.658,2.254
38.668,2.253
38.678,2.253
38.688,2.252
38.698,2.252
38.708,2.252
38.718,2.251
38.728,2.251
38.738,2.251
38.748,2.251
38.758,2.251
38.768,2.25
38.778,2.25
38.788,2.249
38.798,2.249
38.808,2.249
38.818,2.249
38.828,2.249
38.838,2.248
38.848,2.248
38.858,2.248
38.868,2.247
38.878,2.246
38.888,2.246
38.898,2.246
38.908,2.246
38.918,2.246
38.928,2.245
38.938,2.245
38.948,2.244
38.958,2.244
38.968,2.244
38.978,2.243
38.988,2.243
38.998,2.243
39.008,2.242
39.018,2.242
39.028,2.242
39.038,2.241
39.048,2.241
39.058,2.24
39.068,2.24
39.078,2.24
39.088,2.24
39.098,2.239
39.108,2.239
39.118,2.239
39.128,2.238
39.138,2.238
39.148,2.238
39.158,2.238
39.168,2.237
39.178,2.237
39.188,2.236
39.198,2.236
39.208,2.236
39.218,2.236
39.228,2.235
39.238,2.235
39.248,2.235
39.258,2.234
39.268,2.234
39.278,2.233
39.288,2.234
39.298,2.233
39.308,2.233
39.318,2.232
39.328,2.232
39.338,2.232
39.348,2.231
39.358,2.231
39.368,2.231
39.378,2.231
39.388,2.23
39.398,2.23
39.408,2.23
39.418,2.229
39.428,2.229
39.438,2.228
39.448,2.229
39.458,2.228
39.468,2.228
39.478,2.228
39.488,2.227
39.498,2.227
39.508,2.226
39.518,2.226
39.528,2.226
39.538,2.226
39.548,2.226
39.558,2.225
39.568,2.225
39.578,2.225
39.588,2.224
39.598,2.224
39.608,2.223
39.618,2.223
39.628,2.223
39.638,2.223
39.648,2.222
39.658,2.222
39.668,2.222
39.678,2.222
39.688,2.221
39.698,2.221
39.708,2.22
39.718,2.22
39.728,2.22
39.738,2.22
39.748,2.219
39.758,2.219
39.768,2.218
39.778,2.218
39.788,2.218
39.798,2.218
39.808,2.217
39.818,2.217
39.828,2.217
39.838,2.216
39.848,2.216
39.858,2.216
39.868,2.215
39.878,2.215
39.888,2.215
39.898,2.214
39.908,2.214
39.918,2.214
39.928,2.214
39.938,2.213
39.948,2.213
39.958,2.213
39.968,2.213
39.978,2.212
39.988,2.212
39.998,2.212
40.008,2.211
40.018,2.211
40.028,2.211
40.038,2.211
40.048,2.21
40.058,2.21
40.068,2.21
40.078,2.209
40.088,2.209
40.098,2.208
40.108,2.208
40.118,2.208
40.128,2.208
40.138,2.207
40.148,2.207
40.158,2.207
40.168,2.207
40.178,2.206
40.188,2.206
40.198,2.206
40.208,2.205
40.218,2.205
40.228,2.205
40.238,2.204
40.248,2.204
40.258,2.204
40.268,2.204
40.278,2.203
40.288,2.203
40.298,2.202
40.308,2.202
40.318,2.202
40.328,2.202
40.338,2.202
40.348,2.202
40.358,2.201
40.368,2.201
40.378,2.201
40.388,2.2
40.398,2.2
40.408,2.2
40.418,2.199
40.428,2.199
40.438,2.198
40.448,2.198
40.458,2.198
40.468,2.198
40.478,2.198
40.488,2.197
40.498,2.197
40.508,2.197
40.518,2.196
40.528,2.196
40.538,2.196
40.548,2.195
40.558,2.195
40.568,2.195
40.578,2.194
40.588,2.194
40.598,2.194
40.608,2.194
40.618,2.194
40.628,2.193
40.638,2.193
40.648,2.193
40.658,2.192
40.668,2.192
40.678,2.192
40.688,2.191
40.698,2.191
40.708,2.191
40.718,2.19
40.728,2.19
40.738,2.19
40.748,2.19
40.758,2.19
40.768,2.189
40.778,2.189
40.788,2.189
40.798,2.189
40.808,2.188
40.818,2.188
40.828,2.188
40.838,2.188
40.848,2.187
40.858,2.187
40.868,2.187
40.878,2.186
40.888,2.186
40.898,2.186
40.908,2.185
40.918,2.185
40.928,2.185
40.938,2.184
40.948,2.184
40.958,2.184
40.968,2.184
40.978,2.183
40.988,2.183
40.998,2.183
41.008,2.182
41.018,2.182
41.028,2.182
41.038,2.182
41.048,2.181
41.058,2.181
41.068,2.181
41.078,2.181
41.088,2.18
41.098,2.18
41.108,2.18
41.118,2.179
41.128,2.179
41.138,2.179
41.148,2.178
41.158,2.178
41.168,2.178
41.178,2.178
41.188,2.178
41.198,2.178
41.208,2.177
41.218,2.177
41.228,2.177
41.238,2.176
41.248,2.176
41.258,2.176
41.268,2.175
41.278,2.175
41.288,2.175
41.298,2.175
41.308,2.175
41.318,2.174
41.328,2.173
41.338,2.173
41.348,2.173
41.358,2.173
41.368,2.172
41.378,2.172
41.388,2.172
41.398,2.172
41.408,2.172
41.418,2.171
41.428,2.171
41.438,2.171
41.448,2.17
41.458,2.17
41.468,2.17
41.478,2.169
41.488,2.169
41.498,2.169
41.508,2.168
41.518,2.168
41.528,2.168
41.538,2.168
41.548,2.168
41.558,2.167
41.568,2.167
41.578,2.167
41.588,2.167
41.598,2.166
41.608,2.166
41.618,2.166
41.628,2.166
41.638,2.166
41.648,2.165
41.658,2.165
41.668,2.165
41.678,2.165
41.688,2.164
41.698,2.164
41.708,2.163
41.718,2.163
41.728,2.163
41.738,2.163
41.748,2.163
41.758,2.162
41.768,2.162
41.778,2.162
41.788,2.161
41.798,2.161
41.808,2.161
41.818,2.161
41.828,2.161
41.838,2.16
41.848,2.16
41.858,2.159
41.868,2.159
41.878,2.159
41.888,2.159
41.898,2.158
41.908,2.158
41.918,2.158
41.928,2.158
41.938,2.158
41.948,2.157
41.958,2.157
41.968,2.157
41.978,2.156
41.988,2.156
41.998,2.156
42.008,2.155
42.018,2.155
42.028,2.155
42.038,2.155
42.048,2.154
42.058,2.154
42.068,2.154
42.078,2.154
42.088,2.153
42.098,2.153
42.108,2.153
42.118,2.153
42.128,2.153
42.138,2.152
42.148,2.152
42.158,2.152
42.168,2.152
42.178,2.151
42.188,2.151
42.198,2.151
42.208,2.151
42.218,2.15
42.228,2.15
42.238,2.15
42.248,2.15
42.258,2.149
42.268,2.149
42.278,2.149
42.288,2.149
42.298,2.148
42.308,2.148
42.318,2.148
42.328,2.148
42.338,2.147
42.348,2.147
42.358,2.147
42.368,2.146
42.378,2.146
42.388,2.146
42.398,2.146
42.408,2.145
42.418,2.145
42.428,2.145
42.438,2.145
42.448,2.145
42.458,2.144
42.468,2.144
42.478,2.144
42.488,2.144
42.498,2.143
42.508,2.143
42.518,2.142
42.528,2.142
42.538,2.142
42.548,2.142
42.558,2.142
42.568,2.141
42.578,2.141
42.588,2.141
42.598,2.141
42.608,2.141
42.618,2.14
42.628,2.14
42.638,2.14
42.648,2.139
42.658,2.14
42.668,2.139
42.678,2.139
42.688,2.138
42.698,2.138
42.708,2.138
42.718,2.138
42.728,2.138
42.738,2.137
42.748,2.137
42.758,2.137
42.768,2.137
42.778,2.136
42.788,2.136
42.798,2.136
42.808,2.135
42.818,2.135
42.828,2.135
42.838,2.135
42.848,2.135
42.858,2.135
42.868,2.134
42.878,2.134
42.888,2.134
42.898,2.133
42.908,2.133
42.918,2.133
42.928,2.133
42.938,2.132
42.948,2.132
42.958,2.132
42.968,2.131
42.978,2.132
42.988,2.131
42.998,2.131
43.008,2.13
43.018,2.13
43.028,2.13
43.038,2.13
43.048,2.129
43.058,2.129
43.068,2.129
43.078,2.129
43.088,2.129
43.098,2.129
43.108,2.128
43.118,2.128
43.128,2.128
43.138,2.127
43.148,2.127
43.158,2.127
43.168,2.127
43.178,2.127
43.188,2.126
43.198,2.126
43.208,2.126
43.218,2.126
43.228,2.125
43.238,2.125
43.248,2.125
43.258,2.125
43.268,2.124
43.278,2.124
43.288,2.124
43.298,2.124
43.308,2.124
43.318,2.123
43.328,2.123
43.338,2.122
43.348,2.123
43.358,2.122
43.368,2.122
43.378,2.122
43.388,2.122
43.398,2.121
43.408,2.121
43.418,2.121
43.428,2.12
43.438,2.12
43.448,2.12
43.458,2.12
43.468,2.12
43.478,2.119
43.488,2.119
43.498,2.119
43.508,2.119
43.518,2.118
43.528,2.118
43.538,2.118
43.548,2.118
43.558,2.117
43.568,2.117
43.578,2.117
43.588,2.117
43.598,2.117
43.608,2.117
43.618,2.116
43.628,2.116
43.638,2.116
43.648,2.116
43.658,2.115
43.668,2.116
43.678,2.115
43.688,2.115
43.698,2.115
43.708,2.114
43.718,2.114
43.728,2.114
43.738,2.113
43.748,2.113
43.758,2.113
43.768,2.113
43.778,2.113
43.788,2.113
43.798,2.112
43.808,2.112
43.818,2.112
43.828,2.111
43.838,2.112
43.848,2.111
43.858,2.111
43.868,2.111
43.878,2.11
43.888,2.11
43.898,2.11
43.908,2.11
43.918,2.11
43.928,2.109
43.938,2.109
43.948,2.109
43.958,2.109
43.968,2.108
43.978,2.108
43.988,2.108
43.998,2.107
44.008,2.107
44.018,2.107
44.028,2.107
44.038,2.106
44.048,2.106
44.058,2.106
44.068,2.106
44.078,2.106
44.088,2.105
44.098,2.106
44.108,2.105
44.118,2.105
44.128,2.105
44.138,2.105
44.148,2.104
44.158,2.104
44.168,2.104
44.178,2.104
44.188,2.104
44.198,2.103
44.208,2.103
44.218,2.103
44.228,2.103
44.238,2.102
44.248,2.102
44.258,2.102
44.268,2.102
44.278,2.101
44.288,2.101
44.298,2.101
44.308,2.1
44.318,2.1
44.328,2.1
44.338,2.1
44.348,2.1
44.358,2.1
44.368,2.099
44.378,2.099
44.388,2.099
44.398,2.099
44.408,2.098
44.418,2.098
44.428,2.098
44.438,2.098
44.448,2.098
44.458,2.097
44.468,2.097
44.478,2.097
44.488,2.097
44.498,2.096
44.508,2.096
44.518,2.096
44.528,2.096
44.538,2.095
44.548,2.095
44.558,2.095
44.568,2.095
44.578,2.094
44.588,2.094
44.598,2.094
44.608,2.094
44.618,2.094
44.628,2.093
44.638,2.093
44.648,2.093
44.658,2.093
44.668,2.093
44.678,2.093
44.688,2.093
44.698,2.093
44.708,2.092
44.718,2.092
44.728,2.091
44.738,2.091
44.748,2.092
44.758,2.091
44.768,2.091
44.778,2.091
44.788,2.091
44.798,2.09
44.808,2.09
44.818,2.09
44.828,2.09
44.838,2.089
44.848,2.09
44.858,2.089
44.868,2.089
44.878,2.089
44.888,2.089
44.898,2.088
44.908,2.088
44.918,2.088
44.928,2.087
44.938,2.087
44.948,2.087
44.958,2.087
44.968,2.087
44.978,2.086
44.988,2.086
44.998,2.086
45.008,2.086
45.018,2.086
45.028,2.085
45.038,2.085
45.048,2.085
45.058,2.085
45.068,2.085
45.078,2.084
45.088,2.084
45.098,2.084
45.108,2.084
45.118,2.083
45.128,2.083
45.138,2.083
45.148,2.083
45.158,2.083
45.168,2.083
45.178,2.082
45.188,2.082
45.198,2.082
45.208,2.081
45.218,2.081
45.228,2.081
45.238,2.081
45.248,2.081
45.258,2.081
45.268,2.08
45.278,2.08
45.288,2.08
45.298,2.08
45.308,2.08
45.318,2.079
45.328,2.08
45.338,2.079
45.348,2.079
45.358,2.078
45.368,2.078
45.378,2.078
45.388,2.078
45.398,2.078
45.408,2.078
45.418,2.078
45.428,2.077
45.438,2.077
45.448,2.077
45.458,2.077
45.468,2.076
45.478,2.076
45.488,2.076
45.498,2.076
45.508,2.076
45.518,2.075
45.528,2.075
45.538,2.075
45.548,2.075
45.558,2.075
45.568,2.074
45.578,2.074
45.588,2.074
45.598,2.074
45.608,2.074
45.618,2.074
45.628,2.073
45.638,2.073
45.648,2.073
45.658,2.073
45.668,2.072
45.678,2.072
45.688,2.072
45.698,2.071
45.708,2.071
45.718,2.071
45.728,2.071
45.738,2.071
45.748,2.071
45.758,2.07
45.768,2.07
45.778,2.07
45.788,2.07
45.798,2.07
45.808,2.069
45.818,2.069
45.828,2.069
45.838,2.069
45.848,2.068
45.858,2.068
45.868,2.068
45.878,2.068
45.888,2.068
45.898,2.068
45.908,2.067
45.918,2.067
45.928,2.068
45.938,2.068
45.948,2.067
45.958,2.066
45.968,2.066
45.978,2.066
45.988,2.066
45.998,2.066
46.008,2.066
46.018,2.066
46.028,2.065
46.038,2.065
46.048,2.065
46.058,2.065
46.068,2.064
46.078,2.064
46.088,2.064
46.098,2.064
46.108,2.064
46.118,2.063
46.128,2.063
46.138,2.063
46.148,2.063
46.158,2.063
46.168,2.063
46.178,2.063
46.188,2.062
46.198,2.062
46.208,2.061
46.218,2.062
46.228,2.061
46.238,2.061
46.248,2.061
46.258,2.061
46.268,2.06
46.278,2.06
46.288,2.06
46.298,2.06
46.308,2.06
46.318,2.059
46.328,2.059
46.338,2.059
46.348,2.059
46.358,2.059
46.368,2.058
46.378,2.058
46.388,2.058
46.398,2.058
46.408,2.058
46.418,2.057
46.428,2.057
46.438,2.057
46.448,2.057
46.458,2.057
46.468,2.056
46.478,2.056
46.488,2.056
46.498,2.056
46.508,2.056
46.518,2.056
46.528,2.056
46.538,2.056
46.548,2.055
46.558,2.055
46.568,2.055
46.578,2.055
46.588,2.054
46.598,2.054
46.608,2.054
46.618,2.054
46.628,2.054
46.638,2.054
46.648,2.053
46.658,2.053
46.668,2.053
46.678,2.053
46.688,2.052
46.698,2.053
46.708,2.052
46.718,2.052
46.728,2.052
46.738,2.052
46.748,2.051
46.758,2.051
46.768,2.051
46.778,2.051
46.788,2.05
46.798,2.051
46.808,2.05
46.818,2.05
46.828,2.05
46.838,2.05
46.848,2.05
46.858,2.05
46.868,2.049
46.878,2.049
46.888,2.049
46.898,2.048
46.908,2.048
46.918,2.049
46.928,2.048
46.938,2.048
46.948,2.048
46.958,2.047
46.968,2.047
46.978,2.047
46.988,2.047
46.998,2.046
47.008,2.047
47.018,2.046
47.028,2.046
47.038,2.046
47.048,2.046
47.058,2.046
47.068,2.045
47.078,2.045
47.088,2.045
47.098,2.045
47.108,2.045
47.118,2.044
47.128,2.044
47.138,2.044
47.148,2.044
47.158,2.044
47.168,2.043
47.178,2.043
47.188,2.044
47.198,2.043
47.208,2.043
47.218,2.043
47.228,2.043
47.238,2.043
47.248,2.042
47.258,2.043
47.268,2.042
47.278,2.042
47.288,2.041
47.298,2.041
47.308,2.041
47.318,2.041
47.328,2.041
47.338,2.041
47.348,2.041
47.358,2.04
47.368,2.04
47.378,2.04
47.388,2.04
47.398,2.04
47.408,2.04
47.418,2.039
47.428,2.039
47.438,2.039
47.448,2.039
47.458,2.038
47.468,2.039
47.478,2.038
47.488,2.038
47.498,2.037
47.508,2.038
47.518,2.037
47.528,2.037
47.538,2.037
47.548,2.037
47.558,2.037
47.568,2.036
47.578,2.036
47.588,2.036
47.598,2.036
47.608,2.036
47.618,2.036
47.628,2.035
47.638,2.035
47.648,2.035
47.658,2.035
47.668,2.035
47.678,2.035
47.688,2.035
47.698,2.034
47.708,2.034
47.718,2.034
47.728,2.034
47.738,2.034
47.748,2.033
47.758,2.033
47.768,2.033
47.778,2.033
47.788,2.033
47.798,2.033
47.808,2.032
47.818,2.032
47.828,2.032
47.838,2.032
47.848,2.032
47.858,2.032
47.868,2.031
47.878,2.031
47.888,2.031
47.898,2.031
47.908,2.031
47.918,2.031
47.928,2.03
47.938,2.031
47.948,2.03
47.958,2.03
47.968,2.03
47.978,2.03
47.988,2.029
47.998,2.029
48.008,2.029
48.018,2.029
48.028,2.029
48.038,2.028
48.048,2.028
48.058,2.028
48.068,2.028
48.078,2.028
48.088,2.028
48.098,2.027
48.108,2.027
48.118,2.027
48.128,2.027
48.138,2.027
48.148,2.027
48.158,2.026
48.168,2.026
48.178,2.026
48.188,2.026
48.198,2.026
48.208,2.025
48.218,2.026
48.228,2.025
48.238,2.025
48.248,2.025
48.258,2.025
48.268,2.024
48.278,2.024
48.288,2.024
48.298,2.024
48.308,2.024
48.318,2.024
48.328,2.023
48.338,2.023
48.348,2.023
48.358,2.023
48.368,2.022
48.378,2.022
48.388,2.022
48.398,2.022
48.408,2.022
48.418,2.022
48.428,2.022
48.438,2.021
48.448,2.021
48.458,2.021
48.468,2.021
48.478,2.021
48.488,2.021
48.498,2.021
48.508,2.02
48.518,2.02
48.528,2.02
48.538,2.02
48.548,2.02
48.558,2.02
48.568,2.02
48.577,2.02
48.588,2.019
48.597,2.019
48.607,2.019
48.617,2.019
48.627,2.019
48.637,2.018
48.647,2.018
48.657,2.018
48.667,2.018
48.677,2.017
48.687,2.017
48.697,2.018
48.707,2.017
48.717,2.017
48.727,2.017
48.737,2.017
48.747,2.017
48.757,2.017
48.767,2.016
48.777,2.016
48.787,2.016
48.797,2.016
48.807,2.015
48.817,2.015
48.827,2.015
48.837,2.015
48.847,2.015
48.857,2.014
48.867,2.014
48.877,2.014
48.887,2.014
48.897,2.014
48.907,2.014
48.917,2.014
48.927,2.013
48.937,2.013
48.947,2.013
48.957,2.013
48.967,2.013
48.977,2.013
48.987,2.012
48.997,2.013
49.007,2.012
49.017,2.012
49.027,2.012
49.037,2.012
49.047,2.012
49.057,2.012
49.067,2.011
49.077,2.011
49.087,2.011
49.097,2.01
49.107,2.011
49.117,2.01
49.127,2.01
49.137,2.01
49.147,2.01
49.157,2.01
49.167,2.009
49.177,2.01
49.187,2.009
49.197,2.009
49.207,2.009
49.217,2.009
49.227,2.009
49.237,2.009
49.247,2.008
49.257,2.008
49.267,2.008
49.277,2.008
49.287,2.008
49.297,2.008
49.307,2.008
49.317,2.007
49.327,2.007
49.337,2.007
49.347,2.007
49.357,2.007
49.367,2.006
49.377,2.006
49.387,2.006
49.397,2.006
49.407,2.006
49.417,2.006
49.427,2.005
49.437,2.006
49.447,2.005
49.457,2.005
49.467,2.005
49.477,2.005
49.487,2.005
49.497,2.004
49.507,2.004
49.517,2.004
49.527,2.004
49.537,2.004
49.547,2.003
49.557,2.004
49.567,2.004
49.577,2.003
49.587,2.003
49.597,2.003
49.607,2.003
49.617,2.002
49.627,2.003
49.637,2.002
49.647,2.002
49.657,2.002
49.667,2.002
49.677,2.002
49.687,2.002
49.697,2.001
49.707,2.001
49.717,2.001
49.727,2.001
49.737,2.001
49.747,2.001
49.757,2.001
49.767,2
49.777,2
49.787,2
49.797,2
49.807,2
49.817,1.999
49.827,2
49.837,2
49.847,1.999
49.857,1.999
49.867,1.999
49.877,1.999
49.887,1.998
49.897,1.998
49.907,1.998
49.917,1.998
49.927,1.998
49.937,1.998
49.947,1.998
49.957,1.997
49.967,1.998
49.977,1.997
49.987,1.997
49.997,1.997
50.007,1.996
50.017,1.996
50.027,1.996
50.037,1.996
50.047,1.996
50.057,1.996
50.067,1.996
50.077,1.996
50.087,1.995
50.097,1.996
50.107,1.995
50.117,1.995
50.127,1.995
50.137,1.995
50.147,1.995
50.157,1.995
50.167,1.994
50.177,1.994
50.187,1.994
50.197,1.994
50.207,1.994
50.217,1.994
50.227,1.993
50.237,1.994
50.247,1.993
50.257,1.993
50.267,1.993
50.277,1.993
50.287,1.992
50.297,1.993
50.307,1.992
50.317,1.992
50.327,1.992
50.337,1.992
50.347,1.992
50.357,1.992
50.367,1.991
50.377,1.991
50.387,1.991
50.397,1.991
50.407,1.991
50.417,1.991
50.427,1.99
50.437,1.99
50.447,1.99
50.457,1.99
50.467,1.99
50.477,1.989
50.487,1.99
50.497,1.989
50.507,1.989
50.517,1.989
50.527,1.989
50.537,1.989
50.547,1.989
50.557,1.988
50.567,1.988
50.577,1.988
50.587,1.988
50.597,1.988
50.607,1.988
50.617,1.987
50.627,1.988
50.637,1.988
50.647,1.987
50.657,1.987
50.667,1.987
50.677,1.986
50.687,1.987
50.697,1.987
50.707,1.986
50.717,1.987
50.727,1.986
50.737,1.986
50.747,1.986
50.757,1.986
50.767,1.985
50.777,1.985
50.787,1.985
50.797,1.985
50.807,1.985
50.817,1.985
50.827,1.985
50.837,1.985
50.847,1.984
50.857,1.984
50.867,1.984
50.877,1.984
50.887,1.984
50.897,1.984
50.907,1.983
50.917,1.983
50.927,1.983
50.937,1.983
50.947,1.983
50.957,1.983
50.967,1.983
50.977,1.983
50.987,1.983
50.997,1.982
51.007,1.982
51.017,1.982
51.027,1.982
51.037,1.982
51.047,1.982
51.057,1.982
51.067,1.982
51.077,1.982
51.087,1.981
51.097,1.981
51.107,1.981
51.117,1.981
51.127,1.981
51.137,1.981
51.147,1.98
51.157,1.981
51.167,1.98
51.177,1.98
51.187,1.98
51.197,1.98
51.207,1.979
51.217,1.979
51.227,1.979
51.237,1.979
51.247,1.979
51.257,1.979
51.267,1.978
51.277,1.978
51.287,1.978
51.297,1.978
51.307,1.978
51.317,1.978
51.327,1.977
51.337,1.978
51.347,1.978
51.357,1.978
51.367,1.977
51.377,1.977
51.387,1.977
51.397,1.977
51.407,1.976
51.417,1.977
51.427,1.977
51.437,1.976
51.447,1.976
51.457,1.976
51.467,1.976
51.477,1.976
51.487,1.975
51.497,1.975
51.507,1.975
51.517,1.976
51.527,1.975
51.537,1.975
51.547,1.974
51.557,1.974
51.567,1.975
51.577,1.974
51.587,1.974
51.597,1.974
51.607,1.974
51.617,1.974
51.627,1.974
51.637,1.973
51.647,1.973
51.657,1.973
51.667,1.973
51.677,1.973
51.687,1.973
51.697,1.973
51.707,1.972
51.717,1.972
51.727,1.972
51.737,1.972
51.747,1.972
51.757,1.972
51.767,1.972
51.777,1.972
51.787,1.971
51.797,1.971
51.807,1.971
51.817,1.971
51.827,1.971
51.837,1.971
51.847,1.971
51.857,1.971
51.867,1.971
51.877,1.971
51.887,1.971
51.897,1.97
51.907,1.97
51.917,1.97
51.927,1.97
51.937,1.969
51.947,1.969
51.957,1.969
51.967,1.969
51.977,1.969
51.987,1.969
51.997,1.969
52.007,1.969
52.017,1.968
52.027,1.969
52.037,1.968
52.047,1.968
52.057,1.968
