Frame	X1	Y1	Flag1
Tracks 1 to 1
94	0.0037486893	0.00918241	 
95	0.0037602505	0.009107263	 
96	0.0037891532	0.009055238	 
97	0.003829617	0.0089627495	 
98	0.0038095778	0.0089851	 
99	0.0038238366	0.008904943	 
100	0.0038758616	0.008841357	 
101	0.0039430605	0.008776688	 
102	0.003933667	0.008731527	 
103	0.004031632	0.008634779	 
104	0.0040434976	0.008587013	 
105	0.004078181	0.008544526	 
106	0.004205931	0.008500305	 
107	0.004257378	0.0084425	 
108	0.0043094032	0.008419377	 
109	0.0043784487	0.008396576	 
110	0.0044712587	0.008386519	 
111	0.004498556	0.00836382	 
112	0.0045798724	0.008417551	 
113	0.0046616555	0.008420461	 
114	0.0047442294	0.008489386	 
115	0.0047595156	0.008506856	 
116	0.0048692496	0.008529786	 
117	0.004956825	0.00855233	 
118	0.004978984	0.008538521	 
119	0.0051129	0.0085754525	 
120	0.005119837	0.008559266	 
121	0.0051822667	0.008569672	 
122	0.005228511	0.008546549	 
123	0.0053091347	0.008552026	 
124	0.0054125763	0.008546853	 
125	0.0054723783	0.008531014	 
126	0.005540661	0.00855811	 
127	0.005675059	0.008574007	 
128	0.0057066455	0.008598574	 
129	0.0057269232	0.008609493	 
130	0.0057849656	0.008639951	 
131	0.005832992	0.0086547285	 
132	0.005922178	0.008691063	 
133	0.005950472	0.0087278765	 
134	0.0060599474	0.008751438	 
135	0.006090118	0.0087537365	 
136	0.0061366665	0.008769252	 
137	0.0062499354	0.008800027	 
138	0.0062892428	0.008795113	 
139	0.006353894	0.008779597	 
140	0.006419305	0.008789333	 
141	0.0065233554	0.008795113	 
142	0.006560777	0.008800285	 
143	0.006684907	0.008769252	 
144	0.006726283	0.008758909	 
145	0.0068066027	0.0087488685	 
146	0.0068412856	0.008737308	 
147	0.0069607506	0.008724141	 
148	0.0069334535	0.008707763	 
149	0.0070262635	0.008696844	 
150	0.0071736677	0.008653169	 
151	0.007251705	0.008673722	 
152	0.007315291	0.008696844	 
153	0.0073886323	0.008721411	 
154	0.0074829273	0.008731527	 
155	0.0076262243	0.0087278765	 
156	0.007667355	0.008757677	 
157	0.007836986	0.008770546	 
158	0.007835541	0.008777771	 
159	0.00792225	0.008771991	 
160	0.007983098	0.008779597	 
161	0.008008958	0.008774425	 
162	0.008102055	0.008748565	 
163	0.008101085	0.008770546	 
164	0.008211277	0.008743088	 
165	0.008257218	0.008707188	 
166	0.008369279	0.008716498	 
167	0.00838361	0.00868456	 
168	0.008447895	0.008618228	 
169	0.008462089	0.008604034	 
170	0.008490478	0.008569093	 
171	0.008572369	0.00852651	 
172	0.008647709	0.00848188	 
173	0.008691063	0.008448279	 
174	0.008773276	0.008494846	 
175	0.008841357	0.008506086	 
176	0.00893269	0.008506856	 
177	0.009037511	0.008539612	 
178	0.009139056	0.008592432	 
179	0.009256223	0.008613693	 
180	0.009302839	0.008631331	 
181	0.0093792705	0.008582196	 
182	0.009473172	0.008539612	 
183	0.009553972	0.008522143	 
184	0.009601957	0.008464101	 
185	0.009633293	0.008436719	 
186	0.009669194	0.008443412	 
187	0.009745051	0.008402036	 
188	0.009802375	0.0083283335	 
189	0.0098330835	0.008303766	 
190	0.009886996	0.00826555	 
191	0.009897915	0.008249172	 
192	0.0099743465	0.008194578	 
193	0.010026067	0.008179637	 
194	0.010094454	0.008200037	 
195	0.010165426	0.008205497	 
196	0.01022002	0.00821778	 
197	0.010290992	0.008221875	 
198	0.0103182895	0.0081782	 
199	0.010342857	0.0081195105	 
200	0.010384765	0.008066763	 
201	0.010404275	0.008002816	 
202	0.010471153	0.0079379855	 
203	0.010525747	0.007850635	 
204	0.010544308	0.0077338032	 
205	0.010589823	0.007677945	 
206	0.010606078	0.007625239	 
207	0.0106622325	0.007507784	 
208	0.0106622325	0.0075176107	 
209	0.010733205	0.0073538283	 
210	0.010783624	0.0072748275	 
211	0.010795184	0.0072574858	 
212	0.010824088	0.0072054607	 
213	0.010806746	0.0071938997	 
214	0.010870332	0.007032044	 
215	0.010886068	0.0069989664	 
216	0.010876113	0.0069568967	 
217	0.01087515	0.006846103	 
218	0.010874287	0.006778004	 
219	0.010891528	0.006810071	 
220	0.010864551	0.0066389665	 
221	0.010828062	0.0065472	 
222	0.010780156	0.0065414677	 
223	0.010717508	0.0064550727	 
224	0.010699083	0.0064182216	 
225	0.010642578	0.006364583	 
226	0.010604426	0.0063615	 
227	0.010551679	0.0063445196	 
228	0.0104227	0.0062646754	 
229	0.010361965	0.0061636763	 
230	0.010391992	0.0061418386	 
231	0.010326047	0.006084946	 
232	0.010285533	0.006054488	 
233	0.010250729	0.00601286	 
234	0.010250729	0.00601286	 
235	0.010256871	0.006025144	 
236	0.010229846	0.0060877907	 
237	0.010217129	0.0061938637	 
238	0.010230939	0.0063492963	 
239	0.010222605	0.006359066	 
240	0.010198182	0.0064148093	 
241	0.010177436	0.006482506	 
242	0.010209101	0.0065785917	 
243	0.010238122	0.0066693905	 
244	0.010236398	0.006725996	 
245	0.010237887	0.0067269886	 
246	0.010287021	0.0067895236	 
247	0.010329988	0.006848443	 
248	0.010305359	0.0069073057	 
249	0.01039306	0.0070134457	 
250	0.010446039	0.007085225	 
251	0.010455866	0.007080312	 
252	0.01050391	0.0071190735	 
253	0.01058853	0.0071933214	 
254	0.010557821	0.007204377	 
255	0.010637665	0.007281764	 
256	0.010667404	0.0072952113	 
257	0.010696916	0.007315291	 
258	0.010692941	0.0073394976	 
259	0.010734641	0.0073934807	 
260	0.010708091	0.0074520977	 
261	0.010672059	0.0075274375	 
262	0.010677748	0.007610708	 
263	0.010651314	0.00761588	 
264	0.010648194	0.007643957	 
265	0.0106622325	0.00761588	 
266	0.010677748	0.0075072665	 
267	0.010696626	0.0073800334	 
268	0.0106868	0.007278079	 
269	0.010694989	0.0073702065	 
270	0.010716827	0.007364747	 
271	0.010732424	0.0074287	 
272	0.010731021	0.007468476	 
273	0.010738664	0.0075012324	 
274	0.010771421	0.0076322583	 
275	0.010826015	0.0077141495	 
276	0.010817395	0.00776587	 
277	0.010815096	0.0077632843	 
278	0.010848944	0.007871381	 
279	0.010858771	0.007849855	 
280	0.010891528	0.007920047	 
281	0.010873511	0.007886121	 
282	0.010874287	0.007900344	 
283	0.010844733	0.007849855	 
284	0.010827739	0.0077762143	 
285	0.010781189	0.0076986332	 
286	0.010819463	0.0077534574	 
287	0.010814549	0.007768198	 
288	0.010848427	0.007771042	 
289	0.010842393	0.007823338	 
290	0.010902992	0.007871381	 
291	0.010868598	0.007881207	 
292	0.01084721	0.007835541	 
293	0.010843255	0.007771042	 
294	0.010765961	0.0076213395	 
295	0.010737379	0.0075985384	 
296	0.010698437	0.0075796754	 
297	0.010599697	0.0075801457	 
298	0.010501898	0.0075745033	 
299	0.010495174	0.0075274375	 
300	0.010490261	0.0075544617	 
301	0.010465694	0.0075811967	 
302	0.010480434	0.0076306206	 
303	0.010465694	0.007625707	 
304	0.010470865	0.007610708	 
305	0.010487531	0.007577664	 
306	0.010456334	0.0075410083	 
307	0.01044433	0.0074663395	 
308	0.010388113	0.007398653	 
309	0.010367424	0.0073934807	 
310	0.010336392	0.0073624486	 
311	0.010290992	0.007271937	 
312	0.010255116	0.0071853665	 
313	0.010185625	0.007050831	 
314	0.010121751	0.00701733	 
315	0.010067702	0.006918167	 
316	0.010027948	0.0068520587	 
317	0.009979806	0.0067751305	 
318	0.009920298	0.006697061	 
319	0.009856422	0.0066282726	 
320	0.00984878	0.0066277264	 
321	0.009793323	0.006560777	 
322	0.00978272	0.006475955	 
323	0.009705398	0.006410787	 
324	0.00965885	0.0063435496	 
325	0.009625937	0.006266909	 
326	0.009577338	0.0062047313	 
327	0.009565545	0.0062008006	 
328	0.009529998	0.006137566	 
329	0.009478086	0.00607305	 
330	0.009419124	0.006019002	 
331	0.0093159415	0.0059207324	 
332	0.009256979	0.005891252	 
333	0.009263063	0.0058657485	 
334	0.009206909	0.0058095944	 
335	0.009109575	0.0057192803	 
336	0.009085242	0.0057206843	 
337	0.008983106	0.0056120385	 
338	0.008961744	0.0055522225	 
339	0.008922864	0.0054932605	 
340	0.008878265	0.0054010386	 
341	0.008837839	0.0053343205	 
342	0.008803302	0.005277887	 
343	0.008773751	0.0051676896	 
344	0.008745979	0.0050756154	 
345	0.008711584	0.0049871732	 
346	0.008681327	0.004967778	 
347	0.008650049	0.0049298494	 
348	0.008611974	0.004846469	 
349	0.008629842	0.0049224044	 
350	0.008575177	0.004803503	 
351	0.008565818	0.0047333105	 
352	0.008515045	0.0046579707	 
353	0.008448584	0.0045333235	 
354	0.008414853	0.004535347	 
355	0.00841238	0.0045850445	 
356	0.008411394	0.0045648487	 
357	0.008407207	0.004559184	 
358	0.008397356	0.00455081	 
359	0.008402036	0.0045488398	 
360	0.008441343	0.0045597013	 
361	0.00845351	0.0045929253	 
362	0.00846457	0.004681198	 
363	0.008531572	0.004766067	 
364	0.008584536	0.00483158	 
365	0.008683443	0.0048956037	 
366	0.008719178	0.0049670725	 
367	0.008745979	0.005016654	 
368	0.008800027	0.005090356	 
369	0.00883649	0.005112596	 
370	0.008926139	0.0052246577	 
371	0.008965791	0.005283274	 
372	0.009055527	0.005360597	 
373	0.009115557	0.0054069543	 
374	0.009183277	0.0054392125	 
375	0.0092256265	0.005491389	 
376	0.009346514	0.00557406	 
377	0.009362396	0.0055611557	 
378	0.0094416225	0.005598771	 
379	0.009445563	0.0056270943	 
380	0.0095232	0.005686226	 
381	0.009603603	0.0058068293	 
382	0.009605836	0.0057978956	 
383	0.009653903	0.005859848	 
384	0.009658175	0.005902574	 
385	0.009684005	0.005963167	 
386	0.009679538	0.005935941	 
387	0.009717754	0.0059671374	 
388	0.009658175	0.0058854837	 
389	0.009615449	0.0058470303	 
390	0.009572335	0.005775562	 
391	0.009575809	0.0057433015	 
392	0.009576802	0.0057621617	 
393	0.009586182	0.005778242	 
394	0.00956058	0.0057435893	 
395	0.009448605	0.005621011	 
396	0.009404384	0.0055325683	 
397	0.009362396	0.0054405523	 
398	0.009323311	0.0054130075	 
399	0.009295819	0.005472671	 
400	0.009219224	0.0054953294	 
401	0.00913692	0.0055479496	 
402	0.009051468	0.005573585	 
403	0.008978251	0.0055879564	 
404	0.008898554	0.005593599	 
405	0.008893383	0.005584979	 
406	0.008904943	0.0055753444	 
407	0.008997433	0.0056273695	 
408	0.009026046	0.0056701456	 
409	0.009073543	0.005710545	 
410	0.009057165	0.0056926073	 
411	0.008973785	0.00570856	 
412	0.0089121	0.0057206843	 
413	0.0088465875	0.0057627996	 
414	0.008785286	0.00581755	 
415	0.008755805	0.0058322903	 
416	0.008784769	0.005805654	 
417	0.008772779	0.005815763	 
418	0.00872492	0.0058844667	 
419	0.008687017	0.0059403866	 
420	0.008739569	0.005953845	 
421	0.008818511	0.005964018	 
422	0.00891678	0.005973377	 
423	0.008946612	0.0059739617	 
424	0.009027856	0.0059866766	 
425	0.0091033215	0.0059765675	 
426	0.009183511	0.0060248515	 
427	0.009290927	0.006034636	 
428	0.009371912	0.006026479	 
429	0.009451731	0.005967634	 
430	0.009556701	0.005935473	 
431	0.009674858	0.0059125433	 
432	0.009743413	0.0059109055	 
433	0.009871397	0.0058751074	 
434	0.009876077	0.005900632	 
435	0.010019014	0.005896165	 
436	0.010067936	0.005889146	 
437	0.010099417	0.005896165	 
438	0.010264241	0.005896165	 
439	0.010367424	0.005927433	 
440	0.010342857	0.0059207324	 
441	0.010336392	0.005893579	 
442	0.010170885	0.0059207324	 
443	0.010096014	0.005879787	 
444	0.010072616	0.005861771	 
445	0.01013468	0.005893579	 
446	0.010139853	0.005883235	 
447	0.010121751	0.005851944	 
448	0.01013468	0.005810826	 
449	0.010088132	0.005753933	 
450	0.010048049	0.005729107	 
451	0.0099743465	0.005621011	 
452	0.009927551	0.00557094	 
453	0.009876077	0.0055335043	 
454	0.009810564	0.0054445937	 
455	0.009801205	0.005397799	 
456	0.009772894	0.0053360295	 
457	0.009740371	0.005276132	 
458	0.009719739	0.005212746	 
459	0.0097000105	0.0051796176	 
460	0.009724206	0.0051814783	 
461	0.009698256	0.0051217084	 
462	0.009675443	0.0050485916	 
463	0.009641322	0.0049680653	 
464	0.009591095	0.0049380385	 
465	0.009555408	0.004838476	 
466	0.009508635	0.0047575217	 
467	0.009487913	0.004692365	 
468	0.009443691	0.0046039224	 
469	0.00942493	0.0045605944	 
470	0.009420464	0.004493593	 
471	0.009398768	0.00445722	 
472	0.009362396	0.0043417215	 
473	0.009324914	0.004304628	 
474	0.009302839	0.004198288	 
475	0.0092864605	0.0041244254	 
476	0.009297379	0.004039965	 
477	0.009323311	0.003955344	 
478	0.0093462765	0.0038474614	 
479	0.009361145	0.0037912342	 
480	0.009401108	0.0036796439	 
481	0.00938473	0.0036594677	 
482	0.009379816	0.0035426125	 
483	0.009394089	0.0034932438	 
484	0.00942977	0.003427146	 
485	0.00941891	0.0032834804	 
486	0.009429398	0.0032160901	 
487	0.009440273	0.0031980288	 
488	0.009454922	0.0031188843	 
489	0.009512907	0.0030741238	 
490	0.009585948	0.0029738199	 
491	0.009640932	0.0029059672	 
492	0.00966672	0.002877585	 
493	0.009704106	0.0028334348	 
494	0.009768873	0.0027381433	 
495	0.009795674	0.0026890086	 
496	0.009832839	0.0026002089	 
497	0.009831409	0.0025684054	 
498	0.009841896	0.0024887798	 
499	0.009843321	0.0024076009	 
500	0.009867888	0.002342088	 
501	0.009871397	0.0022718955	 
502	0.009917023	0.0021824	 
503	0.009938612	0.0020636579	 
504	0.0099429	0.0020381077	 
505	0.009944438	0.0019803424	 
506	0.009929678	0.001974322	 
507	0.009876077	0.0019490102	 
508	0.009743626	0.0019119811	 
509	0.009684217	0.0019209333	 
510	0.0095607955	0.0019490102	 
511	0.009482999	0.0019803424	 
512	0.0094472645	0.0020011228	 
513	0.009295394	0.0021172594	 
514	0.009253704	0.0021537382	 
515	0.009210525	0.0022021283	 
516	0.009239291	0.002266093	 
517	0.009273643	0.002394783	 
518	0.0093012005	0.0024223411	 
519	0.009314537	0.0024497162	 
520	0.009319217	0.0024871523	 
521	0.009340509	0.0024665624	 
522	0.009366011	0.0023982418	 
523	0.0094103655	0.0023392395	 
524	0.0094103655	0.0022366974	 
525	0.009396522	0.002104931	 
526	0.009393275	0.0020786119	 
527	0.009380799	0.0019359076	 
528	0.00940182	0.0018265294	 
529	0.009431899	0.0018101227	 
530	0.009445563	0.0017243944	 
531	0.009466621	0.0016542019	 
532	0.00947961	0.0015638393	 
533	0.009491544	0.0015530841	 
534	0.009536228	0.0014740413	 
535	0.009504362	0.0014505421	 
536	0.009495283	0.0014044337	 
537	0.009512907	0.001471905	 
538	0.0095245745	0.0015874291	 
539	0.009522307	0.0016017916	 
540	0.009585735	0.0016437795	 
541	0.009675072	0.0017241817	 
542	0.009764407	0.0017956503	 
543	0.009839226	0.0017934169	 
544	0.00989744	0.0018008939	 
545	0.009917023	0.0017934169	 
546	0.010008527	0.0017368052	 
547	0.010062789	0.001700061	 
548	0.010117283	0.0017241817	 
549	0.010175798	0.0017049744	 
550	0.010244587	0.0017197148	 
551	0.010329988	0.0017665098	 
552	0.010331689	0.0017688496	 
553	0.010304531	0.0016921994	 
554	0.0103141945	0.0016173508	 
555	0.0102925515	0.0016027275	 
556	0.010325848	0.0015382944	 
557	0.010359235	0.0014781358	 
558	0.010338762	0.0014986086	 
559	0.010308462	0.0015428299	 
560	0.010295955	0.0015365764	 
561	0.0102878725	0.0015559325	 
562	0.010304889	0.0015544436	 
563	0.010338762	0.0015477433	 
564	0.010397332	0.0015616292	 
565	0.010514828	0.0015723107	 
566	0.010555774	0.0015559325	 
567	0.010628216	0.001542074	 
568	0.010743411	0.0015274487	 
569	0.010773902	0.001500842	 
570	0.010884406	0.0014889954	 
571	0.010924284	0.0014863249	 
572	0.011008141	0.0014760067	 
573	0.011098036	0.0014462696	 
574	0.01115358	0.0014505421	 
575	0.011198247	0.0014651078	 
576	0.011300983	0.0014249065	 
577	0.011362935	0.0014078163	 
578	0.011456933	0.001390726	 
579	0.011572292	0.0013650904	 
580	0.011600259	0.001375772	 
581	0.011662017	0.0013608178	 
582	0.011743195	0.0013921502	 
583	0.011861119	0.0014681452	 
584	0.011935268	0.0015097756	 
585	0.012006972	0.0015697246	 
586	0.0120737385	0.0015901779	 
587	0.012147612	0.0016138862	 
588	0.0122122085	0.0016169787	 
589	0.012291866	0.0016582964	 
590	0.012381947	0.0016607532	 
591	0.012435176	0.0016705801	 
592	0.012459744	0.0016787692	 
593	0.012570296	0.0017115257	 
594	0.01267479	0.0017629534	 
595	0.012729985	0.0017688496	 
596	0.012861011	0.0017770387	 
597	0.012898844	0.0018140535	 
598	0.012946013	0.0018376382	 
599	0.013025165	0.0018849862	 
600	0.013073928	0.0019162537	 
